symbol,entry_date,exit_date,entry_price,exit_price,position_pct,ret_pct,pnl,equity_after,holding_days
^GSPC,2026-01-15,2026-01-23,6944.4702,6915.6099,0.05,-0.4156,-25.96,100658.43,5
^GSPC,2026-01-28,2026-02-04,6978.0298,6882.7202,0.05,-1.3659,-73.78,100584.65,5
^GSPC,2026-02-04,2026-02-11,6882.7202,6941.4702,0.1,0.8536,75.8,100660.45,5
^GSPC,2026-02-12,2026-02-20,6832.7598,6909.5098,0.1,1.1233,103.0,100763.45,5
^GSPC,2026-02-20,2026-02-27,6909.5098,6878.8799,0.1,-0.4433,-54.74,100708.71,5
^GSPC,2026-02-27,2026-03-06,6878.8799,6740.02,0.1,-2.0186,-213.37,100495.34,5
^GSPC,2026-03-06,2026-03-13,6740.02,6632.1899,0.1,-1.5998,-170.83,100324.52,5
^GSPC,2026-03-13,2026-03-20,6632.1899,6506.48,0.1,-1.8955,-200.19,100124.32,5
^GSPC,2026-03-20,2026-03-27,6506.48,6368.8501,0.1,-2.1153,-221.8,99902.52,5
^GSPC,2026-03-27,2026-04-06,6368.8501,6611.8301,0.1,3.8151,371.15,100273.67,5
^GSPC,2026-04-06,2026-04-13,6611.8301,6886.2402,0.05,4.1503,203.07,100476.74,5
^GSPC,2026-05-26,2026-06-02,7519.1201,7609.7798,0.05,1.2057,55.55,100532.29,5
^GSPC,2026-06-02,2026-06-09,7609.7798,7386.6499,0.05,-2.9321,-152.41,100379.87,5
^GSPC,2026-06-10,2026-06-17,7266.9902,7420.1001,0.05,2.1069,100.73,100480.6,5
^GSPC,2026-06-18,2026-06-18,7500.5801,7500.5801,0.1,0.0,-10.05,100470.55,open->close
^IXIC,2024-03-27,2024-04-04,16399.5195,16049.0801,0.1,-2.1369,-223.69,99776.31,5
^IXIC,2024-04-04,2024-04-11,16049.0801,16442.1992,0.1,2.4495,234.42,100010.73,5
^IXIC,2024-04-11,2024-04-18,16442.1992,15601.5,0.05,-5.1131,-260.68,99750.05,5
^IXIC,2024-04-18,2024-04-25,15601.5,15611.7598,0.1,0.0658,-3.42,99746.64,5
^IXIC,2024-04-25,2024-05-02,15611.7598,15840.96,0.05,1.4681,68.23,99814.87,5
^IXIC,2024-05-02,2024-05-09,15840.96,16346.2598,0.05,3.1898,154.21,99969.08,5
^IXIC,2024-05-14,2024-05-21,16511.1797,16832.6191,0.05,1.9468,92.31,100061.39,5
^IXIC,2024-05-30,2024-06-06,16737.0801,17173.1191,0.05,2.6052,125.34,100186.73,5
^IXIC,2024-07-17,2024-07-24,17996.9199,17342.4102,0.1,-3.6368,-374.38,99812.35,5
^IXIC,2024-07-24,2024-07-31,17342.4102,17599.4004,0.05,1.4819,68.96,99881.31,5
^IXIC,2024-08-07,2024-08-14,16195.8096,17192.5996,0.1,6.1546,604.74,100486.06,5
^IXIC,2024-10-01,2024-10-08,17910.3594,18182.9199,0.1,1.5218,142.87,100628.93,5
^IXIC,2024-10-24,2024-10-31,18415.4902,18095.1504,0.1,-1.7395,-185.11,100443.82,5
^IXIC,2024-10-31,2024-11-07,18095.1504,19269.4609,0.1,6.4896,641.8,101085.62,5
^IXIC,2024-11-07,2024-11-14,19269.4609,19107.6504,0.1,-0.8397,-94.99,100990.63,5
^IXIC,2024-11-14,2024-11-21,19107.6504,18972.4199,0.1,-0.7077,-81.57,100909.05,5
^IXIC,2024-11-21,2024-11-29,18972.4199,19218.1699,0.1,1.2953,120.62,101029.67,5
^IXIC,2024-11-29,2024-12-06,19218.1699,19859.7695,0.1,3.3385,327.19,101356.85,5
^IXIC,2024-12-10,2024-12-17,19687.2402,20109.0605,0.1,2.1426,207.03,101563.89,5
^IXIC,2024-12-17,2024-12-24,20109.0605,20031.1309,0.1,-0.3875,-49.52,101514.37,5
^IXIC,2024-12-24,2025-01-02,20031.1309,19280.7891,0.1,-3.7459,-390.41,101123.96,5
^IXIC,2025-01-02,2025-01-10,19280.7891,19161.6309,0.1,-0.618,-72.61,101051.35,5
^IXIC,2025-01-10,2025-01-17,19161.6309,19630.1992,0.1,2.4453,237.0,101288.35,5
^IXIC,2025-01-17,2025-01-27,19630.1992,19341.8301,0.1,-1.469,-158.92,101129.43,5
^IXIC,2025-01-27,2025-02-03,19341.8301,19391.9609,0.1,0.2592,16.1,101145.53,5
^IXIC,2025-02-03,2025-02-10,19391.9609,19714.2695,0.1,1.6621,158.0,101303.52,5
^IXIC,2025-02-10,2025-02-18,19714.2695,20041.2598,0.1,1.6586,157.9,101461.42,5
^IXIC,2025-02-20,2025-02-27,19962.3594,18544.4199,0.1,-7.1031,-730.83,100730.59,5
^IXIC,2025-02-27,2025-03-06,18544.4199,18069.2598,0.1,-2.5623,-268.17,100462.41,5
^IXIC,2025-03-06,2025-03-13,18069.2598,17303.0098,0.1,-4.2406,-436.07,100026.34,5
^IXIC,2025-03-13,2025-03-20,17303.0098,17691.6309,0.1,2.246,214.65,100241.0,5
^IXIC,2025-03-20,2025-03-27,17691.6309,17804.0293,0.1,0.6353,53.66,100294.66,5
^IXIC,2025-03-31,2025-04-07,17299.2891,15603.2598,0.1,-9.804,-993.32,99301.34,5
^IXIC,2025-04-07,2025-04-14,15603.2598,16831.4805,0.05,7.8716,385.86,99687.2,5
^IXIC,2025-04-14,2025-04-22,16831.4805,16300.4199,0.05,-3.1552,-162.25,99524.95,5
^IXIC,2025-05-21,2025-05-29,18872.6406,19175.8691,0.1,1.6067,149.96,99674.91,5
^IXIC,2025-05-30,2025-06-06,19113.7695,19529.9492,0.05,2.1774,103.53,99778.44,5
^IXIC,2025-06-06,2025-06-13,19529.9492,19406.8301,0.05,-0.6304,-36.44,99742.0,5
^IXIC,2025-06-13,2025-06-23,19406.8301,19630.9707,0.1,1.155,105.22,99847.22,5
^IXIC,2025-07-23,2025-07-30,21020.0195,21129.6699,0.1,0.5216,42.1,99889.32,5
^IXIC,2025-07-30,2025-08-06,21129.6699,21169.4199,0.1,0.1881,8.8,99898.12,5
^IXIC,2025-08-06,2025-08-13,21169.4199,21713.1406,0.1,2.5684,246.59,100144.72,5
^IXIC,2025-08-19,2025-08-26,21314.9492,21544.2695,0.1,1.0759,97.73,100242.44,5
^IXIC,2025-08-29,2025-09-08,21455.5508,21798.6992,0.1,1.5993,150.3,100392.74,5
^IXIC,2025-09-08,2025-09-15,21798.6992,22348.75,0.1,2.5233,243.28,100636.03,5
^IXIC,2025-09-16,2025-09-23,22333.9609,22573.4707,0.1,1.0724,97.86,100733.88,5
^IXIC,2025-09-23,2025-09-30,22573.4707,22660.0098,0.1,0.3834,28.54,100762.43,5
^IXIC,2025-09-30,2025-10-07,22660.0098,22788.3594,0.1,0.5664,47.0,100809.43,5
^IXIC,2025-10-07,2025-10-14,22788.3594,22521.6992,0.1,-1.1702,-128.04,100681.38,5
^IXIC,2025-11-06,2025-11-13,23053.9902,22870.3594,0.05,-0.7965,-45.13,100636.25,5
^IXIC,2025-11-13,2025-11-20,22870.3594,22078.0508,0.1,-3.4643,-358.7,100277.55,5
^IXIC,2025-11-25,2025-12-03,23025.5898,23454.0898,0.1,1.861,176.59,100454.13,5
^IXIC,2025-12-12,2025-12-19,23195.1699,23307.6191,0.1,0.4848,38.65,100492.79,5
^IXIC,2025-12-26,2026-01-05,23593.0996,23395.8203,0.1,-0.8362,-94.08,100398.71,5
^IXIC,2026-01-14,2026-01-22,23471.75,23436.0195,0.1,-0.1522,-25.32,100373.39,5
^IXIC,2026-01-29,2026-02-05,23685.1191,22540.5898,0.1,-4.8323,-495.07,99878.32,5
^IXIC,2026-02-05,2026-02-12,22540.5898,22597.1504,0.1,0.2509,15.07,99893.39,5
^IXIC,2026-02-12,2026-02-20,22597.1504,22886.0703,0.1,1.2786,117.73,100011.12,5
^IXIC,2026-02-20,2026-02-27,22886.0703,22668.2109,0.05,-0.9519,-52.6,99958.52,5
^IXIC,2026-02-27,2026-03-06,22668.2109,22387.6797,0.1,-1.2376,-133.7,99824.82,5
^IXIC,2026-03-06,2026-03-13,22387.6797,22105.3594,0.1,-1.2611,-135.87,99688.95,5
^IXIC,2026-03-13,2026-03-20,22105.3594,21647.6094,0.1,-2.0708,-216.4,99472.55,5
^IXIC,2026-03-20,2026-03-27,21647.6094,20948.3594,0.1,-3.2301,-331.26,99141.29,5
^IXIC,2026-03-27,2026-04-06,20948.3594,21996.3398,0.1,5.0027,486.06,99627.35,5
^IXIC,2026-04-08,2026-04-15,22634.9902,24016.0195,0.1,6.1013,597.89,100225.25,5
^IXIC,2026-05-14,2026-05-21,26635.2207,26293.0996,0.1,-1.2845,-138.76,100086.49,5
^IXIC,2026-05-21,2026-05-29,26293.0996,26972.6191,0.1,2.5844,248.66,100335.14,5
^IXIC,2026-05-29,2026-06-05,26972.6191,25709.4297,0.1,-4.6832,-479.93,99855.22,5
^IXIC,2026-06-05,2026-06-12,25709.4297,25888.8398,0.1,0.6978,59.7,99914.91,5
^IXIC,2026-06-12,2026-06-18,25888.8398,26517.9297,0.1,2.43,232.8,100147.71,open->close
MSFT,2024-04-04,2024-04-11,417.88,427.93,0.1,2.405,230.5,100230.5,5
MSFT,2024-04-17,2024-04-24,411.84,409.06,0.1,-0.675,-77.68,100152.82,5
MSFT,2024-04-30,2024-05-07,389.33,409.34,0.05,5.1396,252.37,100405.18,5
MSFT,2024-05-07,2024-05-14,409.34,416.56,0.05,1.7638,83.53,100488.71,5
MSFT,2024-07-31,2024-08-07,418.35,398.43,0.05,-4.7616,-244.27,100244.45,5
MSFT,2024-08-07,2024-08-14,398.43,416.86,0.1,4.6257,453.67,100698.12,5
MSFT,2024-08-14,2024-08-21,416.86,424.14,0.1,1.7464,165.79,100863.91,5
MSFT,2024-08-21,2024-08-28,424.14,410.6,0.1,-3.1923,-332.08,100531.83,5
MSFT,2024-08-28,2024-09-05,410.6,408.39,0.1,-0.5382,-64.16,100467.66,5
MSFT,2024-09-05,2024-09-12,408.39,427.0,0.1,4.5569,447.78,100915.44,5
MSFT,2024-09-12,2024-09-19,427.0,438.69,0.1,2.7377,266.19,101181.63,5
MSFT,2024-09-19,2024-09-26,438.69,431.31,0.1,-1.6823,-180.33,101001.29,5
MSFT,2024-09-26,2024-10-03,431.31,416.54,0.1,-3.4244,-355.97,100645.32,5
MSFT,2024-10-03,2024-10-10,416.54,415.84,0.1,-0.1681,-26.98,100618.34,5
MSFT,2024-10-10,2024-10-17,415.84,416.72,0.1,0.2116,11.23,100629.57,5
MSFT,2024-10-17,2024-10-24,416.72,424.73,0.1,1.9222,183.36,100812.93,5
MSFT,2024-10-24,2024-10-31,424.73,406.35,0.1,-4.3275,-446.34,100366.59,5
MSFT,2024-10-31,2024-11-07,406.35,425.43,0.05,4.6955,230.62,100597.2,5
MSFT,2024-11-13,2024-11-20,425.2,415.49,0.05,-2.2836,-119.89,100477.31,5
MSFT,2024-12-06,2024-12-13,443.57,447.27,0.1,0.8341,73.76,100551.07,5
MSFT,2025-01-15,2025-01-23,426.31,446.71,0.1,4.7852,471.11,101022.18,5
MSFT,2025-01-31,2025-02-07,415.06,409.75,0.05,-1.2793,-69.67,100952.51,5
MSFT,2025-02-07,2025-02-14,409.75,408.43,0.1,-0.3221,-42.62,100909.89,5
MSFT,2025-02-14,2025-02-24,408.43,404.0,0.1,-1.0846,-119.54,100790.35,5
MSFT,2025-02-24,2025-03-03,404.0,388.49,0.1,-3.8391,-397.02,100393.33,5
MSFT,2025-03-03,2025-03-10,388.49,380.16,0.1,-2.1442,-225.3,100168.02,5
MSFT,2025-03-10,2025-03-17,380.16,388.7,0.05,2.2464,107.5,100275.53,5
MSFT,2025-03-17,2025-03-24,388.7,393.08,0.1,1.1268,102.97,100378.49,5
MSFT,2025-03-24,2025-03-31,393.08,375.39,0.1,-4.5003,-461.78,99916.71,5
MSFT,2025-04-01,2025-04-08,382.19,354.56,0.1,-7.2294,-732.33,99184.39,5
MSFT,2025-04-08,2025-04-15,354.56,385.73,0.1,8.7912,862.03,100046.42,5
MSFT,2025-07-29,2025-08-05,512.57,527.75,0.1,2.9615,286.29,100332.7,5
MSFT,2025-08-05,2025-08-12,527.75,529.24,0.05,0.2823,9.15,100341.85,5
MSFT,2025-08-12,2025-08-19,529.24,509.77,0.1,-3.6789,-379.18,99962.67,5
MSFT,2025-08-19,2025-08-26,509.77,502.04,0.1,-1.5164,-161.58,99801.1,5
MSFT,2025-08-26,2025-09-03,502.04,505.35,0.1,0.6593,55.82,99856.92,5
MSFT,2025-09-03,2025-09-10,505.35,500.37,0.1,-0.9855,-108.39,99748.52,5
MSFT,2025-11-17,2025-11-24,507.49,474.0,0.05,-6.5991,-334.11,99414.41,5
MSFT,2025-12-09,2025-12-16,492.02,476.39,0.05,-3.1767,-162.88,99251.53,5
MSFT,2025-12-17,2025-12-24,476.12,488.02,0.1,2.4994,238.14,99489.68,5
MSFT,2025-12-30,2026-01-07,487.48,483.47,0.05,-0.8226,-45.89,99443.78,5
MSFT,2026-01-21,2026-01-28,444.11,481.63,0.1,8.4484,830.19,100273.97,5
MSFT,2026-01-28,2026-02-04,481.63,414.19,0.05,-14.0025,-707.05,99566.92,5
MSFT,2026-03-12,2026-03-19,401.86,389.02,0.05,-3.1951,-164.04,99402.88,5
MSFT,2026-03-27,2026-04-06,356.77,372.88,0.05,4.5155,219.46,99622.33,5
MSFT,2026-04-08,2026-04-15,374.33,411.22,0.1,9.8549,971.81,100594.14,5
MSFT,2026-05-18,2026-05-26,423.54,416.03,0.05,-1.7732,-94.21,100499.93,5
MSFT,2026-05-27,2026-05-28,412.67,426.99,0.05,3.4701,169.35,100669.28,open->close
^RUT,2024-06-14,2024-06-24,2006.16,2030.8101,0.05,1.2287,56.44,100056.44,5
^RUT,2024-07-29,2024-08-05,2235.3301,2039.16,0.05,-8.7759,-444.04,99612.39,5
^RUT,2024-08-05,2024-08-12,2039.16,2062.0801,0.1,1.124,102.0,99714.39,5
^RUT,2024-08-12,2024-08-19,2062.0801,2167.5,0.1,5.1123,499.8,100214.19,5
^RUT,2024-08-19,2024-08-26,2167.5,2217.9199,0.1,2.3262,223.09,100437.29,5
^RUT,2024-08-28,2024-09-05,2188.6399,2132.05,0.05,-2.5856,-134.87,100302.42,5
^RUT,2024-09-05,2024-09-12,2132.05,2129.4299,0.1,-0.1229,-22.36,100280.06,5
^RUT,2024-09-12,2024-09-19,2129.4299,2252.71,0.05,5.7893,285.26,100565.33,5
^RUT,2024-09-23,2024-09-30,2220.28,2229.97,0.05,0.4364,16.92,100582.24,5
^RUT,2024-11-29,2024-12-06,2434.73,2408.99,0.1,-1.0572,-116.39,100465.85,5
^RUT,2024-12-16,2024-12-23,2361.99,2237.4399,0.1,-5.2731,-539.81,99926.04,5
^RUT,2024-12-23,2024-12-31,2237.4399,2230.1599,0.1,-0.3254,-42.51,99883.53,5
^RUT,2024-12-31,2025-01-08,2230.1599,2238.96,0.1,0.3946,29.42,99912.96,5
^RUT,2025-01-08,2025-01-16,2238.96,2266.79,0.05,1.243,57.1,99970.06,5
^RUT,2025-03-04,2025-03-11,2079.53,2023.59,0.05,-2.69,-139.46,99830.6,5
^RUT,2025-03-11,2025-03-18,2023.59,2049.9399,0.1,1.3021,120.01,99950.61,5
^RUT,2025-03-31,2025-04-07,2011.91,1810.14,0.1,-10.0288,-1012.38,98938.23,5
^RUT,2025-04-07,2025-04-14,1810.14,1880.88,0.05,3.908,188.38,99126.61,5
^RUT,2025-04-14,2025-04-22,1880.88,1890.28,0.05,0.4998,19.81,99146.42,5
^RUT,2025-04-22,2025-04-29,1890.28,1976.52,0.1,4.5623,442.42,99588.84,5
^RUT,2025-05-05,2025-05-12,2004.26,2092.2,0.1,4.3877,427.0,100015.84,5
^RUT,2025-05-19,2025-05-27,2104.4299,2090.3999,0.1,-0.6667,-76.68,99939.16,5
^RUT,2025-07-31,2025-08-07,2211.6499,2214.72,0.05,0.1388,1.94,99941.1,5
^RUT,2025-10-31,2025-11-07,2479.3799,2432.8201,0.05,-1.8779,-98.84,99842.26,5
^RUT,2025-11-07,2025-11-14,2432.8201,2388.23,0.05,-1.8329,-96.49,99745.77,5
^RUT,2025-11-14,2025-11-21,2388.23,2369.5901,0.05,-0.7805,-43.91,99701.86,5
^RUT,2025-11-21,2025-12-01,2369.5901,2469.1299,0.05,4.2007,204.42,99906.29,5
^RUT,2025-12-02,2025-12-09,2464.98,2526.24,0.1,2.4852,238.3,100144.58,5
^RUT,2025-12-17,2025-12-24,2492.3,2548.0801,0.05,2.2381,107.06,100251.64,5
^RUT,2026-02-13,2026-02-23,2646.7,2620.99,0.05,-0.9714,-53.7,100197.94,5
^RUT,2026-02-23,2026-03-02,2620.99,2655.9399,0.1,1.3335,123.59,100321.53,5
^RUT,2026-03-03,2026-03-10,2608.3601,2548.0801,0.1,-2.311,-241.88,100079.65,5
^RUT,2026-03-10,2026-03-17,2548.0801,2519.99,0.1,-1.1024,-120.34,99959.31,5
^RUT,2026-03-17,2026-03-24,2519.99,2505.4399,0.1,-0.5774,-67.71,99891.6,5
^RUT,2026-03-24,2026-03-31,2505.4399,2496.3701,0.1,-0.362,-46.15,99845.45,5
^RUT,2026-03-31,2026-04-08,2496.3701,2620.46,0.05,4.9708,243.16,100088.62,5
^RUT,2026-04-08,2026-04-15,2620.46,2713.6599,0.05,3.5566,172.98,100261.6,5
^RUT,2026-04-24,2026-05-01,2787.0,2812.8201,0.05,0.9264,41.43,100303.03,5
TSLA,2024-03-27,2024-04-04,179.83,171.11,0.05,-4.849,-247.45,99752.55,5
TSLA,2024-04-12,2024-04-19,171.05,147.05,0.05,-14.031,-704.8,99047.75,5
TSLA,2024-04-19,2024-04-26,147.05,168.29,0.1,14.4441,1420.75,100468.49,5
TSLA,2024-04-30,2024-05-07,183.28,177.81,0.05,-2.9845,-154.95,100313.55,5
TSLA,2024-06-11,2024-06-18,170.66,184.86,0.05,8.3206,412.32,100725.87,5
TSLA,2024-07-03,2024-07-11,246.39,241.03,0.05,-2.1754,-114.6,100611.27,5
TSLA,2024-07-11,2024-07-18,241.03,249.23,0.05,3.4021,166.11,100777.38,5
TSLA,2024-07-18,2024-07-25,249.23,220.25,0.05,-11.6278,-590.95,100186.43,5
TSLA,2024-07-25,2024-08-01,220.25,216.86,0.05,-1.5392,-82.11,100104.32,5
TSLA,2024-08-01,2024-08-08,216.86,198.84,0.05,-8.3095,-420.91,99683.41,5
TSLA,2024-08-08,2024-08-15,198.84,214.14,0.05,7.6946,378.53,100061.94,5
TSLA,2024-08-15,2024-08-22,214.14,210.66,0.05,-1.6251,-86.31,99975.63,5
TSLA,2024-08-22,2024-08-29,210.66,206.28,0.05,-2.0792,-108.93,99866.7,5
TSLA,2024-08-29,2024-09-06,206.28,210.73,0.05,2.1573,102.73,99969.42,5
TSLA,2024-09-06,2024-09-13,210.73,230.29,0.05,9.282,458.96,100428.38,5
TSLA,2024-09-16,2024-09-23,226.78,250.0,0.05,10.239,509.12,100937.51,5
TSLA,2024-09-23,2024-09-30,250.0,261.63,0.05,4.652,229.73,101167.24,5
TSLA,2024-09-30,2024-10-07,261.63,240.83,0.1,-7.9502,-814.41,100352.83,5
TSLA,2024-10-07,2024-10-14,240.83,219.16,0.05,-8.998,-456.51,99896.32,5
TSLA,2024-10-14,2024-10-21,219.16,218.85,0.05,-0.1414,-12.06,99884.26,5
TSLA,2024-10-21,2024-10-28,218.85,262.51,0.1,19.9497,1982.68,101866.94,5
TSLA,2025-02-21,2025-02-28,337.8,292.98,0.05,-13.2682,-680.89,101186.05,5
TSLA,2025-03-04,2025-03-11,272.04,230.58,0.05,-15.2404,-776.12,100409.93,5
TSLA,2025-03-17,2025-03-24,238.01,278.39,0.05,16.9657,846.74,101256.67,5
TSLA,2025-03-25,2025-04-01,288.14,268.46,0.05,-6.83,-350.86,100905.82,5
TSLA,2025-04-07,2025-04-14,233.29,252.35,0.05,8.1701,407.16,101312.98,5
TSLA,2025-05-14,2025-05-21,347.68,334.62,0.1,-3.7563,-390.7,100922.28,5
TSLA,2025-06-13,2025-06-23,325.31,348.68,0.05,7.1839,357.46,101279.74,5
TSLA,2025-11-20,2025-11-28,395.23,430.17,0.05,8.8404,442.61,101722.36,5
TSLA,2026-01-13,2026-01-21,447.2,431.44,0.05,-3.5242,-184.33,101538.03,5
TSLA,2026-03-09,2026-03-16,398.68,395.56,0.05,-0.7826,-44.81,101493.22,5
TSLA,2026-03-30,2026-04-07,355.28,346.65,0.1,-2.4291,-256.68,101236.54,5
